passport_label|connected_gen_vectors
6.12-5.0.2.3.6.6.6|['b^3a', 'b^2', 'b^5', 'b^2a']
6.12-2.0.2.3.4.12.1|['a^6', 'a^8', 'a^9', 'a']
6.12-2.0.2.3.4.12.2|['a^6', 'a^8', 'a^3', 'a^7']
6.12-2.0.2.3.4.12.3|['a^6', 'a^4', 'a^9', 'a^5']
6.12-2.0.2.3.4.12.4|['a^6', 'a^4', 'a^3', 'a^11']
6.12-2.0.2.2.12.12.1|['a^6', 'a^6', 'a^5', 'a^7']
6.12-2.0.2.2.12.12.2|['a^6', 'a^6', 'a', 'a^11']
6.12-3.0.2.2.2.3.3.1|['c', 'c', 'c', 'a', 'ca^2']
6.12-3.0.2.2.2.3.3.2|['c', 'c', 'cb', 'a', 'cba^2']
6.12-3.0.2.2.2.3.3.3|['c', 'c', 'b', 'a', 'ba^2']
6.12-3.0.2.2.2.3.3.4|['c', 'cb', 'c', 'a', 'cba^2']
6.12-3.0.2.2.2.3.3.5|['c', 'cb', 'cb', 'a', 'ca^2']
6.12-3.0.2.2.2.3.3.6|['c', 'cb', 'b', 'a', 'a^2']
6.12-3.0.2.2.2.3.3.7|['c', 'b', 'c', 'a', 'ba^2']
6.12-3.0.2.2.2.3.3.8|['c', 'b', 'cb', 'a', 'a^2']
6.12-3.0.2.2.2.3.3.9|['c', 'b', 'b', 'a', 'ca^2']
6.12-4.0.2.2.2.3.3.1|['b^3', 'a', 'b^3a', 'b^4', 'b^2']
6.12-4.0.2.2.2.3.3.2|['b^3', 'a', 'b^5a', 'b^2', 'b^2']
6.12-5.0.2.2.2.3.3.1|['b^3', 'a', 'b^3a', 'b^4', 'b^2']
6.12-4.0.2.2.2.2.6.1|['b^3', 'b^3', 'a', 'b^5a', 'b']
6.12-4.0.2.2.2.2.6.2|['a', 'a', 'a', 'b^5a', 'b']
6.12-4.0.2.2.2.2.6.3|['a', 'a', 'b^2a', 'b^3a', 'b^5']
6.12-4.0.2.2.2.2.6.4|['a', 'a', 'b^2a', 'ba', 'b']
6.12-4.0.2.2.2.2.6.5|['a', 'b^2a', 'a', 'b^3a', 'b']
6.12-4.0.2.2.2.2.6.6|['a', 'b^2a', 'a', 'b^5a', 'b^5']
6.12-4.0.2.2.2.2.6.7|['a', 'b^2a', 'b^2a', 'b^5a', 'b']
6.12-4.0.2.2.2.2.6.8|['a', 'b^2a', 'b^2a', 'ba', 'b^5']
6.12-4.0.2.2.2.2.6.9|['a', 'b^2a', 'b^4a', 'b^3a', 'b^5']
6.12-4.0.2.2.2.2.6.10|['a', 'b^2a', 'b^4a', 'ba', 'b']
6.12-4.0.2.2.2.2.6.11|['a', 'b^3a', 'b^3a', 'b^5a', 'b']
6.12-4.0.2.2.2.2.6.12|['a', 'b^3a', 'b^5a', 'b^3a', 'b^5']
6.12-4.0.2.2.2.2.6.13|['a', 'b^3a', 'b^5a', 'ba', 'b']
6.12-4.0.2.2.2.2.6.14|['a', 'b^5a', 'b^3a', 'b^3a', 'b']
6.12-4.0.2.2.2.2.6.15|['a', 'b^5a', 'b^3a', 'b^5a', 'b^5']
6.12-4.0.2.2.2.2.6.16|['a', 'b^5a', 'b^5a', 'b^5a', 'b']
6.12-4.0.2.2.2.2.6.17|['a', 'b^5a', 'b^5a', 'ba', 'b^5']
6.12-4.0.2.2.2.2.6.18|['a', 'b^5a', 'ba', 'b^3a', 'b^5']
6.12-4.0.2.2.2.2.6.19|['a', 'b^5a', 'ba', 'ba', 'b']
6.13-1.0.13.13.13.1|['a', 'a', 'a^11']
6.13-1.0.13.13.13.2|['a', 'a^2', 'a^10']
6.13-1.0.13.13.13.3|['a', 'a^3', 'a^9']
6.13-1.0.13.13.13.4|['a', 'a^4', 'a^8']
6.13-1.0.13.13.13.5|['a', 'a^5', 'a^7']
6.13-1.0.13.13.13.6|['a', 'a^6', 'a^6']
6.13-1.0.13.13.13.7|['a^2', 'a^2', 'a^9']
6.13-1.0.13.13.13.8|['a^2', 'a^3', 'a^8']
6.13-1.0.13.13.13.9|['a^2', 'a^4', 'a^7']
6.13-1.0.13.13.13.10|['a^2', 'a^5', 'a^6']
6.13-1.0.13.13.13.11|['a^2', 'a^12', 'a^12']
6.13-1.0.13.13.13.12|['a^3', 'a^3', 'a^7']
6.13-1.0.13.13.13.13|['a^3', 'a^4', 'a^6']
6.13-1.0.13.13.13.14|['a^3', 'a^5', 'a^5']
6.13-1.0.13.13.13.15|['a^3', 'a^11', 'a^12']
6.13-1.0.13.13.13.16|['a^4', 'a^4', 'a^5']
6.13-1.0.13.13.13.17|['a^4', 'a^10', 'a^12']
6.13-1.0.13.13.13.18|['a^4', 'a^11', 'a^11']
6.13-1.0.13.13.13.19|['a^5', 'a^9', 'a^12']
6.13-1.0.13.13.13.20|['a^5', 'a^10', 'a^11']
6.13-1.0.13.13.13.21|['a^6', 'a^8', 'a^12']
6.13-1.0.13.13.13.22|['a^6', 'a^9', 'a^11']
6.13-1.0.13.13.13.23|['a^6', 'a^10', 'a^10']
6.13-1.0.13.13.13.24|['a^7', 'a^7', 'a^12']
6.13-1.0.13.13.13.25|['a^7', 'a^8', 'a^11']
6.13-1.0.13.13.13.26|['a^7', 'a^9', 'a^10']
6.13-1.0.13.13.13.27|['a^8', 'a^8', 'a^10']
6.13-1.0.13.13.13.28|['a^8', 'a^9', 'a^9']
6.14-2.0.7.14.14.1|['a^12', 'a^5', 'a^11']
6.14-2.0.7.14.14.2|['a^12', 'a', 'a']
6.14-2.0.7.14.14.3|['a^12', 'a^3', 'a^13']
6.14-2.0.7.14.14.4|['a^10', 'a^5', 'a^13']
6.14-2.0.7.14.14.5|['a^10', 'a', 'a^3']
6.14-2.0.7.14.14.6|['a^10', 'a^9', 'a^9']
6.14-2.0.7.14.14.7|['a^8', 'a^5', 'a']
6.14-2.0.7.14.14.8|['a^8', 'a^11', 'a^9']
6.14-2.0.7.14.14.9|['a^8', 'a^3', 'a^3']
6.14-2.0.7.14.14.10|['a^6', 'a^5', 'a^3']
6.14-2.0.7.14.14.11|['a^6', 'a^11', 'a^11']
6.14-2.0.7.14.14.12|['a^6', 'a^13', 'a^9']
6.14-2.0.7.14.14.13|['a^4', 'a^5', 'a^5']
6.14-2.0.7.14.14.14|['a^4', 'a', 'a^9']
6.14-2.0.7.14.14.15|['a^4', 'a^11', 'a^13']
6.14-2.0.7.14.14.16|['a^2', 'a', 'a^11']
6.14-2.0.7.14.14.17|['a^2', 'a^3', 'a^9']
6.14-2.0.7.14.14.18|['a^2', 'a^13', 'a^13']
6.14-1.0.2.2.7.7.1|['a', 'a', 'b^6', 'b']
6.14-1.0.2.2.7.7.2|['a', 'b^5a', 'b', 'b']
6.14-1.0.2.2.7.7.3|['a', 'b^3a', 'b^6', 'b^5']
6.14-1.0.2.2.7.7.4|['a', 'ba', 'b', 'b^5']
6.14-1.0.2.2.7.7.5|['a', 'b^5a', 'b^6', 'b^3']
6.14-1.0.2.2.7.7.6|['a', 'b^3a', 'b', 'b^3']
6.14-1.0.2.2.7.7.7|['a', 'a', 'b^5', 'b^2']
6.14-1.0.2.2.7.7.8|['a', 'b^3a', 'b^2', 'b^2']
6.14-1.0.2.2.7.7.9|['a', 'b^5a', 'b^5', 'b^4']
6.14-1.0.2.2.7.7.10|['a', 'ba', 'b^2', 'b^4']
6.14-1.0.2.2.7.7.11|['a', 'a', 'b^4', 'b^3']
6.14-1.0.2.2.7.7.12|['a', 'ba', 'b^3', 'b^3']
6.14-2.0.2.2.7.7.1|['a^7', 'a^7', 'a^12', 'a^2']
6.14-2.0.2.2.7.7.2|['a^7', 'a^7', 'a^10', 'a^4']
6.14-2.0.2.2.7.7.3|['a^7', 'a^7', 'a^8', 'a^6']
6.15-1.0.5.15.15.1|['a^12', 'a^7', 'a^11']
6.15-1.0.5.15.15.2|['a^12', 'a^14', 'a^4']
6.15-1.0.5.15.15.3|['a^12', 'a^2', 'a']
6.15-1.0.5.15.15.4|['a^9', 'a^7', 'a^14']
6.15-1.0.5.15.15.5|['a^9', 'a^13', 'a^8']
6.15-1.0.5.15.15.6|['a^9', 'a^4', 'a^2']
6.15-1.0.5.15.15.7|['a^6', 'a^7', 'a^2']
6.15-1.0.5.15.15.8|['a^6', 'a^13', 'a^11']
6.15-1.0.5.15.15.9|['a^6', 'a', 'a^8']
6.15-1.0.5.15.15.10|['a^3', 'a^14', 'a^13']
6.15-1.0.5.15.15.11|['a^3', 'a^4', 'a^8']
6.15-1.0.5.15.15.12|['a^3', 'a^11', 'a']
6.16-1.0.4.16.16.1|['a^4', 'a', 'a^-5']
6.16-1.0.4.16.16.2|['a^4', 'a^3', 'a^-7']
6.16-1.0.4.16.16.3|['a^4', 'a^5', 'a^7']
6.16-1.0.4.16.16.4|['a^4', 'a^-3', 'a^-1']
6.16-1.0.4.16.16.5|['a^-4', 'a', 'a^3']
6.16-1.0.4.16.16.6|['a^-4', 'a^5', 'a^-1']
6.16-1.0.4.16.16.7|['a^-4', 'a^7', 'a^-3']
6.16-1.0.4.16.16.8|['a^-4', 'a^-7', 'a^-5']
6.16-7.0.2.2.4.8.1|['a', 'b^-1a', 'b^2', 'b^-1']
6.16-7.0.2.2.4.8.2|['a', 'b^3a', 'b^-2', 'b^-1']
6.16-7.0.2.2.4.8.3|['a', 'b^-1a', 'b^-2', 'b^3']
6.16-7.0.2.2.4.8.4|['a', 'b^3a', 'b^2', 'b^3']
6.16-8.0.2.2.4.8.1|['b^-4', 'a', 'b^3a', 'b']
6.16-8.0.2.2.4.8.2|['b^-4', 'a', 'b^-1a', 'b^-3']
6.18-2.0.3.18.18.1|['a^12', 'a^13', 'a^11']
6.18-2.0.3.18.18.2|['a^12', 'a', 'a^5']
6.18-2.0.3.18.18.3|['a^12', 'a^17', 'a^7']
6.18-2.0.3.18.18.4|['a^6', 'a^13', 'a^17']
6.18-2.0.3.18.18.5|['a^6', 'a^11', 'a']
6.18-2.0.3.18.18.6|['a^6', 'a^7', 'a^5']
6.18-1.0.2.2.3.9.1|['a', 'b^4a', 'b^3', 'b^2']
6.18-1.0.2.2.3.9.2|['a', 'ba', 'b^6', 'b^2']
6.18-1.0.2.2.3.9.3|['a', 'b^7a', 'b^6', 'b^5']
6.18-1.0.2.2.3.9.4|['a', 'ba', 'b^3', 'b^5']
6.18-1.0.2.2.3.9.5|['a', 'b^4a', 'b^6', 'b^8']
6.18-1.0.2.2.3.9.6|['a', 'b^7a', 'b^3', 'b^8']
6.20-2.0.4.5.20.1|['a^5', 'a^16', 'a^19']
6.20-2.0.4.5.20.2|['a^5', 'a^12', 'a^3']
6.20-2.0.4.5.20.3|['a^5', 'a^8', 'a^7']
6.20-2.0.4.5.20.4|['a^5', 'a^4', 'a^11']
6.20-2.0.4.5.20.5|['a^15', 'a^16', 'a^9']
6.20-2.0.4.5.20.6|['a^15', 'a^12', 'a^13']
6.20-2.0.4.5.20.7|['a^15', 'a^8', 'a^17']
6.20-2.0.4.5.20.8|['a^15', 'a^4', 'a']
6.20-3.0.2.2.4.4.1|['a^-2', 'a^-2', 'ba^-1', 'b^2a']
6.20-3.0.2.2.4.4.2|['a^-2', 'b^3a^-2', 'a^-1', 'b^2a']
6.20-3.0.2.2.4.4.3|['a^-2', 'b^3a^-2', 'ba^-1', 'b^4a']
6.20-3.0.2.2.4.4.4|['a^-2', 'b^3a^-2', 'b^2a^-1', 'ba']
6.20-3.0.2.2.4.4.5|['a^-2', 'b^3a^-2', 'b^3a^-1', 'b^3a']
6.20-3.0.2.2.4.4.6|['a^-2', 'b^3a^-2', 'b^4a^-1', 'a']
6.20-4.0.2.2.2.2.2.1|['b^5', 'a', 'a', 'b^6a', 'ba']
6.20-4.0.2.2.2.2.2.2|['b^5', 'a', 'a', 'b^2a', 'b^7a']
6.20-4.0.2.2.2.2.2.3|['b^5', 'a', 'b^6a', 'a', 'b^9a']
6.20-4.0.2.2.2.2.2.4|['b^5', 'a', 'b^6a', 'b^6a', 'b^5a']
6.20-4.0.2.2.2.2.2.5|['b^5', 'a', 'b^6a', 'b^2a', 'ba']
6.20-4.0.2.2.2.2.2.6|['b^5', 'a', 'b^6a', 'b^8a', 'b^7a']
6.20-4.0.2.2.2.2.2.7|['b^5', 'a', 'b^6a', 'b^4a', 'b^3a']
6.20-4.0.2.2.2.2.2.8|['b^5', 'a', 'b^2a', 'a', 'b^3a']
6.20-4.0.2.2.2.2.2.9|['b^5', 'a', 'b^2a', 'b^6a', 'b^9a']
6.20-4.0.2.2.2.2.2.10|['b^5', 'a', 'b^2a', 'b^2a', 'b^5a']
6.20-4.0.2.2.2.2.2.11|['b^5', 'a', 'b^2a', 'b^8a', 'ba']
6.20-4.0.2.2.2.2.2.12|['b^5', 'a', 'b^2a', 'b^4a', 'b^7a']
6.20-4.0.2.2.2.2.2.13|['b^5', 'a', 'b^5a', 'ba', 'ba']
6.20-4.0.2.2.2.2.2.14|['b^5', 'a', 'b^5a', 'b^7a', 'b^7a']
6.20-4.0.2.2.2.2.2.15|['b^5', 'a', 'ba', 'b^5a', 'b^9a']
6.20-4.0.2.2.2.2.2.16|['b^5', 'a', 'ba', 'ba', 'b^5a']
6.20-4.0.2.2.2.2.2.17|['b^5', 'a', 'ba', 'b^7a', 'ba']
6.20-4.0.2.2.2.2.2.18|['b^5', 'a', 'ba', 'b^3a', 'b^7a']
6.20-4.0.2.2.2.2.2.19|['b^5', 'a', 'ba', 'b^9a', 'b^3a']
6.20-4.0.2.2.2.2.2.20|['b^5', 'a', 'b^7a', 'b^5a', 'b^3a']
6.20-4.0.2.2.2.2.2.21|['b^5', 'a', 'b^7a', 'ba', 'b^9a']
6.20-4.0.2.2.2.2.2.22|['b^5', 'a', 'b^7a', 'b^7a', 'b^5a']
6.20-4.0.2.2.2.2.2.23|['b^5', 'a', 'b^7a', 'b^3a', 'ba']
6.20-4.0.2.2.2.2.2.24|['b^5', 'a', 'b^7a', 'b^9a', 'b^7a']
6.21-2.0.3.7.21.1|['a^7', 'a^18', 'a^17']
6.21-2.0.3.7.21.2|['a^7', 'a^15', 'a^20']
6.21-2.0.3.7.21.3|['a^7', 'a^12', 'a^2']
6.21-2.0.3.7.21.4|['a^7', 'a^9', 'a^5']
6.21-2.0.3.7.21.5|['a^7', 'a^6', 'a^8']
6.21-2.0.3.7.21.6|['a^7', 'a^3', 'a^11']
6.21-2.0.3.7.21.7|['a^14', 'a^18', 'a^10']
6.21-2.0.3.7.21.8|['a^14', 'a^15', 'a^13']
6.21-2.0.3.7.21.9|['a^14', 'a^12', 'a^16']
6.21-2.0.3.7.21.10|['a^14', 'a^9', 'a^19']
6.21-2.0.3.7.21.11|['a^14', 'a^6', 'a']
6.21-2.0.3.7.21.12|['a^14', 'a^3', 'a^4']
6.24-3.0.4.6.6.1|['b^-2c', 'b^-2a', 'b^-2ca^2']
6.24-10.0.4.6.6.1|['b^3', 'b^8a', 'ba']
6.24-10.0.4.6.6.2|['b^3', 'b^4a', 'b^5a']
6.24-4.0.4.4.12.1|['a', 'ba', 'b^5']
6.24-4.0.4.4.12.2|['a', 'b^5a', 'b']
6.24-1.0.3.8.8.1|['b^2', 'a', 'ba^-1']
6.24-1.0.3.8.8.2|['b^2', 'a^3', 'ba^-3']
6.24-2.0.2.24.24.1|['a^12', 'a', 'a^11']
6.24-2.0.2.24.24.2|['a^12', 'a^5', 'a^7']
6.24-2.0.2.24.24.3|['a^12', 'a^13', 'a^23']
6.24-2.0.2.24.24.4|['a^12', 'a^17', 'a^19']
6.24-6.0.2.2.3.4.1|['a', 'ba', 'b^8', 'b^3']
6.24-6.0.2.2.3.4.2|['a', 'b^5a', 'b^4', 'b^3']
6.24-8.0.2.2.3.4.1|['c^3', 'a', 'c^4', 'ca']
6.24-8.0.2.2.3.4.2|['c^3', 'a', 'c^2', 'c^5a']
6.24-12.0.2.2.3.4.1|['d', 'a', 'cb^2', 'cb^2a']
6.24-12.0.2.2.3.4.2|['d', 'a', 'b', 'dba']
6.24-12.0.2.2.3.4.3|['d', 'b^2a', 'b^2', 'dba']
6.24-6.0.2.2.2.12.1|['b^6', 'a', 'ba', 'b^5']
6.24-6.0.2.2.2.12.2|['b^6', 'a', 'b^5a', 'b']
6.25-2.0.5.5.5.1|['b', 'a', 'b^4a^4']
6.25-2.0.5.5.5.2|['b', 'a^2', 'b^4a^3']
6.25-2.0.5.5.5.3|['b', 'a^3', 'b^4a^2']
6.25-2.0.5.5.5.4|['b', 'a^4', 'b^4a']
6.25-2.0.5.5.5.5|['b', 'ba', 'b^3a^4']
6.25-2.0.5.5.5.6|['b', 'b^2a^2', 'b^2a^3']
6.25-2.0.5.5.5.7|['b', 'b^3a^3', 'ba^2']
6.25-2.0.5.5.5.8|['b', 'b^2a', 'b^2a^4']
6.25-2.0.5.5.5.9|['b', 'ba^3', 'b^3a^2']
6.25-2.0.5.5.5.10|['b', 'b^3a', 'ba^4']
6.25-2.0.5.5.5.11|['b^2', 'a', 'b^3a^4']
6.25-2.0.5.5.5.12|['b^2', 'a^2', 'b^3a^3']
6.25-2.0.5.5.5.13|['b^2', 'a^3', 'b^3a^2']
6.25-2.0.5.5.5.14|['b^2', 'a^4', 'b^3a']
6.25-2.0.5.5.5.15|['b^2', 'ba', 'b^2a^4']
6.25-2.0.5.5.5.16|['b^2', 'b^2a^2', 'ba^3']
6.25-2.0.5.5.5.17|['b^2', 'b^4a^4', 'b^4a']
6.25-2.0.5.5.5.18|['b^2', 'b^2a', 'ba^4']
6.25-2.0.5.5.5.19|['b^2', 'b^4a^2', 'b^4a^3']
6.25-2.0.5.5.5.20|['b^2', 'ba^2', 'b^2a^3']
6.25-2.0.5.5.5.21|['b^3', 'a', 'b^2a^4']
6.25-2.0.5.5.5.22|['b^3', 'a^2', 'b^2a^3']
6.25-2.0.5.5.5.23|['b^3', 'a^3', 'b^2a^2']
6.25-2.0.5.5.5.24|['b^3', 'a^4', 'b^2a']
6.25-2.0.5.5.5.25|['b^3', 'ba', 'ba^4']
6.25-2.0.5.5.5.26|['b^3', 'b^3a^3', 'b^4a^2']
6.25-2.0.5.5.5.27|['b^3', 'b^4a^4', 'b^3a']
6.25-2.0.5.5.5.28|['b^3', 'ba^3', 'ba^2']
6.25-2.0.5.5.5.29|['b^3', 'b^3a^4', 'b^4a']
6.25-2.0.5.5.5.30|['b^3', 'b^4a^3', 'b^3a^2']
6.25-2.0.5.5.5.31|['b^4', 'a', 'ba^4']
6.25-2.0.5.5.5.32|['b^4', 'a^2', 'ba^3']
6.25-2.0.5.5.5.33|['b^4', 'a^3', 'ba^2']
6.25-2.0.5.5.5.34|['b^4', 'a^4', 'ba']
6.25-2.0.5.5.5.35|['b^4', 'b^2a^2', 'b^4a^3']
6.25-2.0.5.5.5.36|['b^4', 'b^3a^3', 'b^3a^2']
6.25-2.0.5.5.5.37|['b^4', 'b^4a^4', 'b^2a']
6.25-2.0.5.5.5.38|['b^4', 'b^4a^2', 'b^2a^3']
6.25-2.0.5.5.5.39|['b^4', 'b^3a^4', 'b^3a']
6.25-2.0.5.5.5.40|['b^4', 'b^2a^4', 'b^4a']
6.25-2.0.5.5.5.41|['a', 'ba', 'b^4a^3']
6.25-2.0.5.5.5.42|['a', 'b^2a^2', 'b^3a^2']
6.25-2.0.5.5.5.43|['a', 'b^3a^3', 'b^2a']
6.25-2.0.5.5.5.44|['a', 'b^4a^2', 'ba^2']
6.25-2.0.5.5.5.45|['a', 'ba^3', 'b^4a']
6.25-2.0.5.5.5.46|['a', 'b^3a', 'b^2a^3']
6.25-2.0.5.5.5.47|['a^2', 'ba', 'b^4a^2']
6.25-2.0.5.5.5.48|['a^2', 'b^2a^2', 'b^3a']
6.25-2.0.5.5.5.49|['a^2', 'b^4a^4', 'ba^4']
6.25-2.0.5.5.5.50|['a^2', 'b^2a', 'b^3a^2']
6.25-2.0.5.5.5.51|['a^2', 'b^3a^4', 'b^2a^4']
6.25-2.0.5.5.5.52|['a^2', 'ba^2', 'b^4a']
6.25-2.0.5.5.5.53|['a^3', 'ba', 'b^4a']
6.25-2.0.5.5.5.54|['a^3', 'b^3a^3', 'b^2a^4']
6.25-2.0.5.5.5.55|['a^3', 'b^4a^4', 'ba^3']
6.25-2.0.5.5.5.56|['a^3', 'b^2a', 'b^3a']
6.25-2.0.5.5.5.57|['a^3', 'b^3a^4', 'b^2a^3']
6.25-2.0.5.5.5.58|['a^3', 'b^4a^3', 'ba^4']
6.25-2.0.5.5.5.59|['a^4', 'b^2a^2', 'b^3a^4']
6.25-2.0.5.5.5.60|['a^4', 'b^3a^3', 'b^2a^3']
6.25-2.0.5.5.5.61|['a^4', 'b^4a^4', 'ba^2']
6.25-2.0.5.5.5.62|['a^4', 'b^4a^2', 'ba^4']
6.25-2.0.5.5.5.63|['a^4', 'ba^3', 'b^4a^3']
6.25-2.0.5.5.5.64|['a^4', 'b^2a^4', 'b^3a^2']
6.25-2.0.5.5.5.65|['ba', 'b^2a', 'b^2a^3']
6.25-2.0.5.5.5.66|['ba', 'ba^3', 'b^3a']
6.25-2.0.5.5.5.67|['ba', 'ba^2', 'b^3a^2']
6.25-2.0.5.5.5.68|['b^2a^2', 'b^2a', 'ba^2']
6.25-2.0.5.5.5.69|['b^2a^2', 'b^4a^2', 'b^4a']
6.25-2.0.5.5.5.70|['b^2a^2', 'b^2a^4', 'ba^4']
6.25-2.0.5.5.5.71|['b^3a^3', 'ba^3', 'ba^4']
6.25-2.0.5.5.5.72|['b^3a^3', 'b^3a^4', 'b^4a^3']
6.25-2.0.5.5.5.73|['b^3a^3', 'b^3a', 'b^4a']
6.25-2.0.5.5.5.74|['b^4a^4', 'b^4a^2', 'b^2a^4']
6.25-2.0.5.5.5.75|['b^4a^4', 'b^3a^4', 'b^3a^2']
6.25-2.0.5.5.5.76|['b^4a^4', 'b^4a^3', 'b^2a^3']
6.25-2.0.5.5.5.77|['b^2a', 'b^4a^3', 'b^4a']
6.25-2.0.5.5.5.78|['b^4a^2', 'b^3a', 'b^3a^2']
6.25-2.0.5.5.5.79|['ba^3', 'b^2a^4', 'b^2a^3']
6.25-2.0.5.5.5.80|['b^3a^4', 'ba^2', 'ba^4']
6.26-2.0.2.13.26.1|['a^13', 'a^24', 'a^15']
6.26-2.0.2.13.26.2|['a^13', 'a^22', 'a^17']
6.26-2.0.2.13.26.3|['a^13', 'a^20', 'a^19']
6.26-2.0.2.13.26.4|['a^13', 'a^18', 'a^21']
6.26-2.0.2.13.26.5|['a^13', 'a^16', 'a^23']
6.26-2.0.2.13.26.6|['a^13', 'a^14', 'a^25']
6.26-2.0.2.13.26.7|['a^13', 'a^12', 'a']
6.26-2.0.2.13.26.8|['a^13', 'a^10', 'a^3']
6.26-2.0.2.13.26.9|['a^13', 'a^8', 'a^5']
6.26-2.0.2.13.26.10|['a^13', 'a^6', 'a^7']
6.26-2.0.2.13.26.11|['a^13', 'a^4', 'a^9']
6.26-2.0.2.13.26.12|['a^13', 'a^2', 'a^11']
6.28-1.0.4.4.7.1|['a', 'ba^-1', 'b^6']
6.28-1.0.4.4.7.2|['a', 'b^5a^-1', 'b^2']
6.28-1.0.4.4.7.3|['a', 'b^3a^-1', 'b^4']
6.28-4.0.2.14.14.1|['b^7', 'b^12a', 'b^9a']
6.28-4.0.2.14.14.2|['b^7', 'b^8a', 'b^13a']
6.28-4.0.2.14.14.3|['b^7', 'b^4a', 'b^3a']
6.28-4.0.2.14.14.4|['b^7', 'b^10a', 'b^11a']
6.28-4.0.2.14.14.5|['b^7', 'b^6a', 'ba']
6.28-4.0.2.14.14.6|['b^7', 'b^2a', 'b^5a']
6.28-4.0.2.14.14.7|['a', 'b^5', 'b^9a']
6.28-4.0.2.14.14.8|['a', 'b', 'b^13a']
6.28-4.0.2.14.14.9|['a', 'b^11', 'b^3a']
6.28-4.0.2.14.14.10|['a', 'b^3', 'b^11a']
6.28-4.0.2.14.14.11|['a', 'b^13', 'ba']
6.28-4.0.2.14.14.12|['a', 'b^9', 'b^5a']
6.28-4.0.2.14.14.13|['b^7a', 'b^5', 'b^2a']
6.28-4.0.2.14.14.14|['b^7a', 'b', 'b^6a']
6.28-4.0.2.14.14.15|['b^7a', 'b^11', 'b^10a']
6.28-4.0.2.14.14.16|['b^7a', 'b^3', 'b^4a']
6.28-4.0.2.14.14.17|['b^7a', 'b^13', 'b^8a']
6.28-4.0.2.14.14.18|['b^7a', 'b^9', 'b^12a']
6.28-3.0.2.2.2.7.1|['b^7', 'a', 'b^9a', 'b^12']
6.28-3.0.2.2.2.7.2|['b^7', 'a', 'b^3a', 'b^4']
6.28-3.0.2.2.2.7.3|['b^7', 'a', 'b^13a', 'b^8']
6.30-1.0.2.10.15.1|['a', 'b^7a', 'b^8']
6.30-1.0.2.10.15.2|['a', 'ba', 'b^14']
6.30-1.0.2.10.15.3|['a', 'b^4a', 'b^11']
6.30-1.0.2.10.15.4|['a', 'b^13a', 'b^2']
6.36-3.0.2.9.9.1|['c', 'a', 'ca^8']
6.36-3.0.2.9.9.2|['c', 'a^2', 'ca^7']
6.36-3.0.2.9.9.3|['c', 'a^4', 'ca^5']
6.39-1.0.3.3.13.1|['a', 'b^3a^2', 'b^10']
6.39-1.0.3.3.13.2|['a', 'b^6a^2', 'b^7']
6.39-1.0.3.3.13.3|['a', 'b^4a^2', 'b^9']
6.39-1.0.3.3.13.4|['a', 'b^8a^2', 'b^5']
6.48-15.0.2.6.8.1|['ba', 'c^2a', 'c^2b']
6.48-15.0.2.6.8.2|['ba', 'c^2b^-4a', 'c^2b^-3']
6.48-15.0.2.6.8.3|['ba', 'ca', 'cb']
6.48-15.0.2.6.8.4|['ba', 'cb^-4a', 'cb^-3']
6.48-29.0.2.6.8.1|['a', 'c^-2dcb^2', 'c^-1b^2a']
6.48-29.0.2.6.8.2|['a', 'c^-1b^2', 'c^-2dcb^2a']
6.48-6.0.2.4.24.1|['a', 'ab^3ab^4a', 'ab^3ab^2']
6.48-6.0.2.4.24.2|['a', 'ab^3ab^-1ab^3a^2', 'b^7']
6.48-6.0.2.4.24.3|['a', 'ba', 'ab^3ab^-1ab^3ab^6']
6.48-6.0.2.4.24.4|['a', 'b^5a', 'ab^3ab^-1ab^3ab^2']
6.50-3.0.2.5.10.1|['a^5', 'b^4a^8', 'b^4a^7']
6.50-3.0.2.5.10.2|['a^5', 'b^3a^6', 'b^3a^9']
6.50-3.0.2.5.10.3|['a^5', 'b^2a^4', 'b^2a']
6.50-3.0.2.5.10.4|['a^5', 'ba^2', 'ba^3']
6.50-3.0.2.5.10.5|['a^5', 'b^3a^8', 'b^3a^7']
6.50-3.0.2.5.10.6|['a^5', 'ba^6', 'ba^9']
6.50-3.0.2.5.10.7|['a^5', 'b^4a^4', 'b^4a']
6.50-3.0.2.5.10.8|['a^5', 'b^2a^2', 'b^2a^3']
6.56-7.0.2.4.14.1|['a', 'c^9a', 'c^5']
6.56-7.0.2.4.14.2|['a', 'c^13a', 'c']
6.56-7.0.2.4.14.3|['a', 'c^3a', 'c^11']
6.56-7.0.2.4.14.4|['a', 'c^11a', 'c^3']
6.56-7.0.2.4.14.5|['a', 'ca', 'c^13']
6.56-7.0.2.4.14.6|['a', 'c^5a', 'c^9']
6.60-5.0.2.2.2.3.1|None
6.60-5.0.2.2.2.3.2|None
6.60-5.0.2.2.2.3.3|None
6.60-5.0.2.2.2.3.4|None
6.60-5.0.2.2.2.3.5|None
6.60-5.0.2.2.2.3.6|None
6.60-5.0.2.2.2.3.7|None
6.60-5.0.2.2.2.3.8|None
6.60-5.0.2.2.2.3.9|None
6.60-5.0.2.2.2.3.10|None
6.60-5.0.2.2.2.3.11|None
6.60-5.0.2.2.2.3.12|None
6.60-5.0.2.2.2.3.13|None
6.60-5.0.2.2.2.3.14|None
6.60-5.0.2.2.2.3.15|None
